0
"{'Name': 'Under 75 mortality rate from all causes', 'DataSource': 'Public Health England (based on ONS source data)'}"
"{'Name': 'Excess winter deaths index', 'DataSource': 'Office for National Statistics: Public Health England Annual Births and Mortality Extracts'}"
"{'Name': 'Excess winter deaths index (age 85+)', 'DataSource': 'Office for National Statistics: Public Health England Annual Births and Mortality Extracts'}"
"{'Name': 'Healthy life expectancy at birth', 'DataSource': '<a href=""https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/healthstatelifeexpectanciesuk/2016to2018"">https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/healthstatelifeexpectanciesuk/2016to2018</a>'}"
"{'Name': 'Gap in life expectancy at birth between each local authority and England as a whole', 'DataSource': '<p>Office for National Statistics (<a href=""https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/healthstatelifeexpectanciesuk/2015to2017"" target=""_blank"">https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/healthstatelifeexpectanciesuk/2015to2017</a>)</p>'}"
"{'Name': 'Life expectancy at birth', 'DataSource': '<a href=""https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/datasets/lifeexpectancyestimatesallagesuk"">https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/datasets/lifeexpectancyestimatesallagesuk</a>'}"
"{'Name': 'New cases of psychosis: estimated incidence rate per 100,000 population aged 16-64', 'DataSource': 'www.psymaptic.org'}"
"{'Name': 'People on Care Programme Approach (CPA): rate per 100,000 population aged 18+ (end of quarter snapshot)', 'DataSource': 'NHS Digital'}"
"{'Name': 'Supported asylum seekers: rate per 10,000 population', 'DataSource': 'Home Office'}"
"{'Name': 'Children leaving care: rate per 10,000 children aged under 18', 'DataSource': 'Department for Education'}"
"{'Name': 'Receipt of assertive outreach services: rate per 100,000 population aged 18+ (end of quarter snapshot)', 'DataSource': 'Health & Social Care Information Centre'}"
"{'Name': 'Long-term health problem or disability: % of population', 'DataSource': 'Census 2011'}"
"{'Name': 'Unpaid carers', 'DataSource': 'Census'}"
"{'Name': 'Lone parent families: % of households', 'DataSource': 'Census 2011, Office for National Statistics'}"
"{'Name': 'People subject to Mental Health Act: rate per 100,000 population aged 18+ (end of quarter snapshot)', 'DataSource': 'NHS Digital'}"
"{'Name': 'Marital breakup: % of adults', 'DataSource': 'Census'}"
"{'Name': 'Overcrowded households', 'DataSource': 'Census'}"
"{'Name': 'Mixed anxiety and depressive disorder: estimated % of population aged 16-74', 'DataSource': 'PHE prevalence estimates and mid-year population estimates'}"
"{'Name': 'CPA adults in employment: % of people on CPA (aged 18-69) (end of quarter snapshot)', 'DataSource': 'NHS Digital'}"
"{'Name': 'Generalised anxiety disorder: estimated % of population aged 16-74', 'DataSource': 'PHE prevalence estimates and mid-year population estimates'}"
"{'Name': 'Depressive episode: estimated % of population aged 16-74', 'DataSource': 'PHE prevalence estimates and mid-year population estimates'}"
"{'Name': 'Stable and appropriate accommodation: % of people on CPA (aged 18-69) (end of quarter snapshot)', 'DataSource': 'NHS Digital'}"
"{'Name': 'CPA review: % of people on CPA for more than 12 months who have had a review (end of quarter snapshot)', 'DataSource': 'NHS Digital'}"
"{'Name': 'Osteoporosis: QOF prevalence (50+)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'GP patient survey: smoking prevalence', 'DataSource': 'GP patient survey'}"
"{'Name': 'GP patient survey: ex-smoking prevalence', 'DataSource': 'GP patient survey'}"
"{'Name': 'Neonatal mortality and stillbirth rate', 'DataSource': 'NHS Outcomes Framework, NHS Digital'}"
"{'Name': 'Antidepressant prescribing: average daily quantities (ADQs) per STAR-PU', 'DataSource': 'NHS Business Services Authority (NHSBSA) website  <a href=""https://apps.nhsbsa.nhs.uk/infosystems/welcome"">https://apps.nhsbsa.nhs.uk/infosystems/welcome</a>'}"
"{'Name': 'Hypnotics prescribing: average daily quantities (ADQs) per STAR-PU', 'DataSource': 'NHS Business Services Authority (NHSBSA) website  <a href=""https://apps.nhsbsa.nhs.uk/infosystems/welcome"">https://apps.nhsbsa.nhs.uk/infosystems/welcome</a>'}"
"{'Name': 'Support for people with long-term conditions: % of people with long-term conditions visiting GP who feel they have had enough support from local services in last 12 months', 'DataSource': 'GP Patient Survey The data used are from GP Patient Surveys undertaken in July - September and January - March. This is equivalent to financial year data.'}"
"{'Name': 'Depression and anxiety among social care users: % of social care users', 'DataSource': 'Personal Social Services Adult Social Care Survey, England'}"
"{'Name': 'Social care assessments for mental health clients: rate per 100,000 population aged 18-64', 'DataSource': 'Referrals, Assessments and Packages of Care (RAP)'}"
"{'Name': 'Self-directed payments: % of social care mental health clients', 'DataSource': 'Adult Social Care Outcome Framework'}"
"{'Name': 'Self-directed support: % of social care mental health clients', 'DataSource': 'Adult Social Care Outcome Framework'}"
"{'Name': 'Carers of mental health clients receiving services: % of mental health clients receiving community services', 'DataSource': 'Referrals, Assessments and Packages of Care (RAP)'}"
"{'Name': 'A&E attendances (<18)', 'DataSource': 'Hospital Episode Statistics (HES). Copyright © 2020, Re‐used with the permission of NHS Digital. All rights reserved.'}"
"{'Name': 'Prisoner population: count', 'DataSource': 'Ministry of Justice'}"
"{'Name': 'Estimated prevalence of physical disability: estimated % of population aged 16-64', 'DataSource': 'Health Survey for England and ONS population'}"
"{'Name': 'Ratio of QOF and estimated prevalence of severe mental illness (SMI): QOF register prevalence of SMI as a ratio of estimated prevalence of SMI', 'DataSource': 'Health & Social Care Information Centre: Quality and Outcomes Framework (for QOF) and APMS and ONS mid-year estimates for estimated prevalence'}"
"{'Name': 'Follow up after discharge: % (quarterly) of patients on CPA', 'DataSource': 'Mental Health Community Teams Activity, NHS England http://www.england.nhs.uk/statistics/category/statistics/mental-health-community/'}"
"{'Name': 'Gate kept admissions: % (quarterly) admissions to acute wards that were gate kept by the CRHT teams', 'DataSource': 'Mental Health Community Teams Activity, NHS England http://www.england.nhs.uk/statistics/category/statistics/mental-health-community/'}"
"{'Name': 'Emergency admissions for neuroses: indirectly age and sex standardised rate per 100,000 population', 'DataSource': 'HES (Hospital Episode Statistics)'}"
"{'Name': 'Mental Health: QOF prevalence (all ages)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'Proportion of people who use services who have control over their daily life', 'DataSource': 'NHS digital, ASCOF'}"
"{'Name': 'Percentage of people  aged 65 and over who were still at home 91 days after discharge from hospital', 'DataSource': 'Adult Social Care Outcomes Framework (ASCOF), NHS Digital'}"
"{'Name': 'Percentage of people aged 65 and over offered reablement services following discharge from hospital.', 'DataSource': 'Adult Social Care Outcomes Framework (ASCOF), NHS Digital'}"
"{'Name': 'Satisfaction with social care support: % service users extremely satisfied or very satisfied with their care and support', 'DataSource': 'NHS Digital, ASCOF'}"
"{'Name': 'Proportion of people who use services who feel safe', 'DataSource': 'NHS digital, ASCOF'}"
"{'Name': 'Satisfaction with social care protection: % of service users', 'DataSource': 'NHS digital, ASCOF'}"
"{'Name': 'Access to IAPT services: people entering IAPT (in month) as % of those estimated to have anxiety/depression', 'DataSource': 'Improving Access to Psychological Therapies (IAPT)'}"
"{'Name': 'IAPT recovery: % of people who have completed IAPT treatment who are ""moving to recovery""', 'DataSource': 'IAPT Quarterly data files  and IAPT monthly file\r\nhttps://digital.nhs.uk/data-and-information/publications/statistical/psychological-therapies-report-on-the-use-of-iapt-services'}"
"{'Name': 'Delayed transfers of care due to NHS: Delayed Transfers of Care per 1,000 bed days', 'DataSource': 'Delayed transfers of care, monthly situation reports. NHS England'}"
"{'Name': 'Delayed transfers of care due to social care: Delayed Transfers of Care per 1,000 bed days', 'DataSource': 'Delayed transfers of care, monthly situation reports. NHS England'}"
"{'Name': 'Employment of people with mental illness or learning disability: % of those with a mental illness or learning disability', 'DataSource': 'NHS Digital, NHS Outcome Framework Indicators'}"
"{'Name': 'People in contact with adult mental health services : rate per 100,000 population aged 18+ (end of quarter snapshot)', 'DataSource': 'NHS Digital'}"
"{'Name': 'MH002: comprehensive care plan (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'MH007: record of alcohol consumption for patients on the MH register (last 12 mnths), den. incl. exc. - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'MH003: record of blood pressure check in preceding 12 months for patients on the MH register (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'MH008: Female patients (25-64 yrs) on the MH register who had cervical screening test in preceding 5 years  (den. incl. exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'MH009: Patients on lithium therapy with record of serum creatinine and TSH in the preceding 9 months  (den.incl.exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'MH010: Patients on lithium therapy with  levels in  therapeutic range in preceding 4 months  (den.incl.exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'COPD007: Influenza immunisation given 1 Aug - 31 Mar (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'COPD004: Record of FEV1 in last 12mths (den. incl. exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'COPD003: assessed using MRC dyspnoea score last 12mths (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'COPD002: Diagnosis conf. by spirometry (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'AST002: with measures of variability/reversibility (8+), denominator includes PCAs', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'AST003: review in the last 12 months (incl. an assessment using the 3 RCP questions), denominator includes PCAs', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'AST004: smoking recorded in last 12 mths (14-19y w asthma), denominator includes PCAs', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'SMOK002: status recorded in last 12 mths (certain conditions), denominator includes PCAs', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'SMOK005: cessation support and treatment offered (certain conditions), denominator includes PCAs', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'SMOK004: record of offer of support and treatment (15+, last 24 mnths),  denominator includes PCAs', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'Children in low income families (all dependent children under 20)', 'DataSource': 'HM Revenue and Customs (Personal Tax Credits: Related Statistics - Child Poverty Statistics)'}"
"{'Name': 'School readiness: percentage of children achieving a good level of development at the end of Reception', 'DataSource': 'Department for Education (DfE), EYFS Profile: EYFS Profile statistical series'}"
"{'Name': 'School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception', 'DataSource': 'Department for Education, Early Years Foundation Stage Profile (EYFS Profile): Early Years Foundation Stage Profile statistical series'}"
"{'Name': 'School readiness: percentage of children achieving the expected level in the phonics screening check in Year 1', 'DataSource': 'Department for Education, Teacher Assessments: Phonics screening check statistical series'}"
"{'Name': 'School readiness: percentage of children with free school meal status achieving the expected level in the phonics screening check in Year 1', 'DataSource': 'Department for Education, Teacher Assessments: Phonics screening check statistical series'}"
"{'Name': 'Gap in the employment rate for those in contact with secondary mental health services and the overall employment rate', 'DataSource': 'ONS Annual Population Survey and NHS Digital'}"
"{'Name': 'Violent crime - sexual offences per 1,000 population', 'DataSource': ""Figures calculated by PHE's Population Health Analysis Team using crime data supplied by the Home Office and population data supplied by Office for National Statistics (ONS).""}"
"{'Name': 'Social Isolation: percentage of adult carers who have as much social contact as they would like', 'DataSource': 'Personal Social Services Survey of Adult Carers in England (NHS Digital)'}"
"{'Name': 'Under 16s conception rate / 1,000', 'DataSource': 'Office for National Statistics (ONS)'}"
"{'Name': 'Excess winter deaths index (3 years, all ages)', 'DataSource': 'Office for National Statistics: Public Health England Annual Births and Mortality Extracts'}"
"{'Name': 'Excess winter deaths index (3 years, age 85+)', 'DataSource': 'Office for National Statistics: Public Health England Annual Births and Mortality Extracts'}"
"{'Name': 'Depression: QOF incidence (18+) - new diagnosis', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'Depression and anxiety prevalence (GP Patient Survey): % of respondents aged 18+', 'DataSource': 'GP Patient Survey (NHS England) \r\nhttps://gp-patient.co.uk/'}"
"{'Name': 'Migrant GP registrations: rate per 1,000 population', 'DataSource': 'Office for National Statistics Migration Indicators Tool'}"
"{'Name': 'Staff training: % of staff receiving job-relevant training, learning or development in last 12 months', 'DataSource': 'NHS staff surveys'}"
"{'Name': 'Staff witnessing potentially harmful errors, near misses or incidents: % staff witnessing in last month', 'DataSource': 'NHS staff surveys'}"
"{'Name': 'Staff engagement: overall score', 'DataSource': 'NHS staff surveys'}"
"{'Name': 'Quality of indoor living environment: IMD score', 'DataSource': 'English indices of deprivation:'}"
"{'Name': 'White ethnic group: % of population', 'DataSource': '2011 census, ONS'}"
"{'Name': 'Mixed/Multiple ethnic group: % of population', 'DataSource': '2011 census, ONS'}"
"{'Name': 'Asian or Asian British ethnic group: % of population', 'DataSource': '2011 census, ONS'}"
"{'Name': 'Black or Black British ethnic group: % of population', 'DataSource': '2011 census, ONS'}"
"{'Name': 'Other ethnic group: % of population', 'DataSource': '2011 census, ONS'}"
"{'Name': 'DM007: Last HbA1c is <=59mmol/mol in last 12mths (den. incl. exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'DM008: Last HbA1c is <=64mmol/mol  in last 12mths (den. incl. exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'DM009: Last HbA1c is <=75mmol/mol  in last 12mths (den. incl. exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'DM012: Patients with diabetes who had a foot examination and risk classification (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'DM002: Last BP is <=150/90 (den. incl. exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'DM003: Last BP is <=140/80 (den. incl. exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'DM006: Proteinuria/micro-album. treated w inhibitors (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'DM004: Measured total cholesterol (last 12mths) <=5mmol/l(den.incl.exc.) - retired after 2018/19', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'DM018: Flu vaccination coverage (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'Genital warts diagnostic rate / 100,000', 'DataSource': 'Public Health England'}"
"{'Name': 'Under 18s conceptions leading to abortion (%)', 'DataSource': 'Office for National Statistics (ONS)'}"
"{'Name': 'Cervical cancer registrations rate / 100,000', 'DataSource': 'The Information Centre for Health & Social Care (HSCIC)'}"
"{'Name': 'Pelvic inflammatory disease (PID) admissions rate / 100,000', 'DataSource': 'Hospital Episode Statistics (HES), Copyright © 2020, Re‐used with the permission of NHS Digital. All rights reserved'}"
"{'Name': 'Ectopic pregnancy admissions rate / 100,000', 'DataSource': 'Hospital Episode Statistics (HES), Copyright © 2020, Re‐used with the permission of NHS Digital. All rights reserved'}"
"{'Name': 'Under 25s repeat abortions (%)', 'DataSource': 'Department of Health'}"
"{'Name': 'Syphilis diagnostic rate / 100,000', 'DataSource': 'Public Health England'}"
"{'Name': 'Percentage of IAPT referrals', 'DataSource': 'IAPT quarterly reports and IAPT Annual report'}"
"{'Name': 'IAPT referrals: rate (quarterly) per 100,000 population', 'DataSource': 'IAPT'}"
"{'Name': 'Completion of IAPT treatment: rate (quarterly) per 100,000 population', 'DataSource': 'IAPT Quarterly data files \r\nhttps://digital.nhs.uk/data-and-information/publications/statistical/psychological-therapies-report-on-the-use-of-iapt-services'}"
"{'Name': 'Total abortion rate / 1000', 'DataSource': 'Department of Health based on data from abortion clinics'}"
"{'Name': 'Gonorrhoea diagnostic rate / 100,000', 'DataSource': 'Public Health England'}"
"{'Name': 'Chlamydia detection rate / 100,000 aged 15 to 24', 'DataSource': 'Public Health England'}"
"{'Name': 'Chlamydia proportion aged 15 to 24 screened', 'DataSource': 'Public Health England'}"
"{'Name': 'Abortions under 10 weeks (%)', 'DataSource': 'Department of Health based on data from abortion clinics'}"
"{'Name': 'HIV diagnosed prevalence rate / 1,000 aged 15-59', 'DataSource': 'Public Health England'}"
"{'Name': 'HIV late diagnosis (%)', 'DataSource': 'Public Health England'}"
"{'Name': 'Entering IAPT treatment: rate (quarterly) per 100,000 population', 'DataSource': 'IAPT Quarterly data files \r\nhttps://digital.nhs.uk/data-and-information/publications/statistical/psychological-therapies-report-on-the-use-of-iapt-services'}"
"{'Name': 'IAPT reliable improvement: % of people who have completed IAPT treatment who achieved ""reliable improvement""', 'DataSource': 'IAPT'}"
"{'Name': 'Child mortality rate (1-17 years)', 'DataSource': 'Office for National Statistics (ONS)'}"
"{'Name': 'Children in care', 'DataSource': 'Children looked after in England, Department for Education.'}"
"{'Name': ""Children killed and seriously injured (KSI) on England's roads"", 'DataSource': 'Department for Transport (DfT), Road accidents and safety statistics.'}"
"{'Name': 'Hospital admissions due to substance misuse (15-24 years)', 'DataSource': 'Hospital Episode Statistics (HES) Copyright © 2020, Re‐used with the permission of The Health and Social Care Information Centre. All rights reserved.'}"
"{'Name': 'A&E attendances (0-4 years)', 'DataSource': 'Hospital Episode Statistics (HES) Copyright © 2020, Re‐used with the permission of NHS Digital. All rights reserved.'}"
"{'Name': 'Hospital admissions for asthma (under 19 years)', 'DataSource': 'Hospital Episode Statistics (HES). Copyright © 2020, Re‐used with the permission of NHS Digital. All rights reserved.'}"
"{'Name': 'Teenage mothers', 'DataSource': 'Hospital Episode Statistics (HES) Copyright © 2020, Re‐used with the permission of NHS Digital. All rights reserved.'}"
"{'Name': 'Hospital admissions for mental health conditions', 'DataSource': 'Hospital Episode Statistics (HES) Copyright © 2020, Re‐used with the permission of The Health and Social Care Information Centre. All rights reserved.'}"
"{'Name': 'Hospital admissions as a result of self-harm (10-24 years)', 'DataSource': 'Hospital Episode Statistics (HES)\r\n\r\nCopyright © 2020, Re‐used with the permission of The Health and Social Care Information Centre. All rights reserved.'}"
"{'Name': 'Family homelessness', 'DataSource': 'P1E quarterly returns, Ministry of Housing, Communities and Local Government.'}"
"{'Name': 'Children with one or more decayed,  missing or filled teeth', 'DataSource': 'National Dental Epidemiology Programme for England: oral health survey of five-year-old children  2014/15 & 2016/17'}"
"{'Name': 'Duration of untreated psychosis: median weeks', 'DataSource': 'Mental Health Minimum Data Set'}"
"{'Name': 'Inequality in healthy life expectancy at birth ENGLAND', 'DataSource': '<p><a\r\nhref=""https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthinequalities/datasets/healthstatelifeexpectanciesbyindexofmultipledeprivationengland"">https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthinequalities/datasets/healthstatelifeexpectanciesbyindexofmultipledeprivationengland</a>&nbsp;</p>'}"
"{'Name': 'Hospital admissions caused by unintentional and deliberate injuries in children (aged 0-4 years)', 'DataSource': 'Hospital Episode Statistics (HES), NHS Digital for the respective financial year, England. Hospital Episode Statistics (HES) Copyright © 2020, Re-used with the permission of NHS Digital. All rights reserved. \r\nLocal Authority estimates of resident population, Office for National Statistics (ONS)'}"
"{'Name': 'Cancer diagnosed at early stage (experimental statistics)', 'DataSource': 'National Cancer Registry'}"
"{'Name': 'Children in the youth justice system (10-18 yrs)', 'DataSource': 'Youth justice statistics - Annual statistics: https://www.gov.uk/government/collections/youth-justice-statistics'}"
"{'Name': 'The percentage of people resident in the area living in each national deprivation quintile', 'DataSource': 'Ministry of Housing, Communities & Local Government'}"
"{'Name': 'x-axes values for LE deprivation deciles', 'DataSource': 'ONS'}"
"{'Name': 'Under 75 mortality rate from alcoholic liver disease', 'DataSource': 'Public Health England (based on ONS source data)'}"
"{'Name': 'Under 75 mortality rate from non-alcoholic fatty liver disease (NAFLD)', 'DataSource': 'Public Health England (based on ONS source data)'}"
"{'Name': 'Under 75 mortality rate from hepatitis B related end-stage liver disease/hepatocellular carcinoma', 'DataSource': 'Public Health England (based on ONS source data)'}"
"{'Name': 'Under 75 mortality rate from hepatitis C related end-stage liver disease/hepatocellular carcinoma', 'DataSource': 'Public Health England (based on ONS source data)'}"
"{'Name': 'Repeat child protection cases: % of children who became subject of a child protection plan for a second or subsequent time', 'DataSource': 'Children in need statistics https://www.gov.uk/government/collections/statistics-children-in-need'}"
"{'Name': 'Children on child protection plans: Rate per 10,000 children <18', 'DataSource': 'Children in need statistics https://www.gov.uk/government/collections/statistics-children-in-need'}"
"{'Name': 'Hospital admission rate due to liver disease', 'DataSource': 'Calculated by Public Health England: Clinical Epidemiology Knowledge and Intelligence from data using data from NHS Digital - Hospital Episode Statistics (HES) and Office for National Statistics (ONS) - Mid Year Population Estimates.'}"
"{'Name': 'Pupils with special educational needs (SEN): % of school pupils with special educational needs', 'DataSource': 'Department for Education special educational needs statistics https://www.gov.uk/government/statistics/special-educational-needs-in-england-january-2018'}"
"{'Name': 'Pupils with Learning Disability: % of school aged pupils', 'DataSource': 'Department for Education special educational needs statistics https://www.gov.uk/government/publications/special-educational-needs-in-england-january-2013'}"
"{'Name': 'Children in need: Rate per 10,000 children aged <18', 'DataSource': 'Children in need statistics https://www.gov.uk/government/collections/statistics-children-in-need'}"
"{'Name': ""Spend (£000s) on Local Authority children and young people's services (excluding education): rate (£) per 10,000 aged 0-17"", 'DataSource': 'LA and school expenditure: financial year https://www.gov.uk/government/collections/statistics-local-authority-school-finance-data'}"
"{'Name': ""Spend (£000s) on Sure Start Children's Centres and early years: rate (£) per 10,000 aged 0-17"", 'DataSource': 'LA and school expenditure: financial year https://www.gov.uk/government/collections/statistics-local-authority-school-finance-data'}"
"{'Name': 'Unaccompanied Asylum Seeking Children looked after: count', 'DataSource': 'https://www.gov.uk/government/collections/statistics-looked-after-children'}"
"{'Name': 'Spend (£000s) on Children looked after: rate (£) per 10,000 aged 0-17', 'DataSource': 'LA and school expenditure: financial year https://www.gov.uk/government/collections/statistics-local-authority-school-finance-data'}"
"{'Name': ""Spend (£000s) on Safeguarding children and young people's services: rate (£) per 10,000 aged 0-17"", 'DataSource': 'LA and school expenditure: financial year https://www.gov.uk/government/collections/statistics-local-authority-school-finance-data'}"
"{'Name': 'Spend (£000s) on  Youth justice: rate (£)  per 10,000 aged 0-17', 'DataSource': 'LA and school expenditure: financial year https://www.gov.uk/government/collections/statistics-local-authority-school-finance-data'}"
"{'Name': 'Free school meals: % uptake among all pupils', 'DataSource': 'Department for Education School Census'}"
"{'Name': 'Fixed period exclusion due to persistent disruptive behaviour: rate per 100 school aged pupils', 'DataSource': 'Department for Education School Census'}"
"{'Name': 'Mental health service users on Care Programme Approach: % of mental health service users (end of quarter snapshot)', 'DataSource': 'NHS Digital'}"
"{'Name': 'Service users in hospital: % of mental health service users (end of quarter snapshot)', 'DataSource': 'NHS Digital'}"
"{'Name': 'Hospital admission rate for alcoholic liver disease', 'DataSource': 'Calculated by Public Health England: Clinical Epidemiology Knowledge and Intelligence from data using data from NHS Digital - Hospital Episode Statistics (HES) and Office for National Statistics (ONS) - Mid Year Population Estimates.'}"
"{'Name': 'Hospital admission rate for non-alcoholic fatty liver disease (NAFLD)', 'DataSource': 'Calculated by Public Health England: Clinical Epidemiology Knowledge and Intelligence from data using data from NHS Digital - Hospital Episode Statistics (HES) and Office for National Statistics (ONS) - Mid Year Population Estimates.'}"
"{'Name': 'Persons entering drug misuse treatment - Percentage of eligible persons completing a course of hepatitis B vaccination', 'DataSource': 'Public Health England, National Drug Treatment Monitoring System (NDTMS)'}"
"{'Name': 'Access to psychological therapy: % of psychosis care spells receiving psychological therapy', 'DataSource': 'Health and Social Care Information Centre Mental Health Minimum Dataset (MHMDS) 2013-14 Annual file.'}"
"{'Name': 'Premature (<75) mortality in adults with serious mental illness (directly age-standardised mortality rate per 100,000)', 'DataSource': 'NHS digital'}"
"{'Name': 'Social care mental health clients receiving services: rate per 100,000 population', 'DataSource': 'Referrals, Assessments and Packages of Care (RAP)'}"
"{'Name': 'Persons in drug misuse treatment who inject drugs - Percentage of eligible persons who have received a hepatitis C test', 'DataSource': 'Public Health England, (based on National Drug Treatment Monitoring System data)'}"
"{'Name': 'Social care mental health clients in residential care or receiving home care: rate per 100,000 population aged 18-64 (mapped from local authority)', 'DataSource': 'Referrals, Assessments and Packages of Care (RAP)'}"
"{'Name': 'GP prescribing of drugs for psychoses and related disorders: items (quarterly) per 1,000 population', 'DataSource': 'NHS Digital'}"
"{'Name': 'BME mental health service users: % of mental health service users', 'DataSource': 'Mental Health Minimum Data Set (MHMDS)'}"
"{'Name': 'Hospital admission rate for hepatitis B related end-stage liver disease/hepatocellular carcinoma', 'DataSource': 'Calculated by Public Health England: Clinical Epidemiology Knowledge and Intelligence from data from NHS Digital, formally the Health and Social Care Information Centre (HSCIC) - Hospital Episode Statistics (HES) and Office for National Statistics (ONS) - Mid Year Population Estimates'}"
"{'Name': 'Hospital admission rate for hepatitis C related end-stage liver disease/hepatocellular carcinoma', 'DataSource': 'Calculated by Public Health England: Clinical Epidemiology Knowledge and Intelligence from data from NHS Digital, formally the Health and Social Care Information Centre (HSCIC) - Hospital Episode Statistics (HES) and Office for National Statistics (ONS) - Mid Year Population Estimates'}"
"{'Name': 'Stroke all age admission trends', 'DataSource': 'Calculated by Public Health England from data using data from NHS Digital - Hospital Episode Statistics (HES) and Office for National Statistics (ONS) - Mid Year Population Estimates.'}"
"{'Name': 'Heart failure admissions (all ages)', 'DataSource': 'Calculated by Public Health England from data using data from NHS Digital - Hospital Episode Statistics (HES) and Office for National Statistics (ONS) - Mid Year Population Estimates.'}"
"{'Name': 'CHD admissions (all ages)', 'DataSource': 'Calculated by Public Health England from data using data from NHS Digital - Hospital Episode Statistics (HES) and Office for National Statistics (ONS) - Mid Year Population Estimates.'}"
"{'Name': 'CHD005: Record that aspirin, APT or ACT is taken (den. incl. PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'CHD007: CHD patients immunised against flu (den.incl.PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'HF002: Diagnosis conf. by ECG/specialist assessm. (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'HF003: Heart failure w LVD: treated with ACE-I or ARB (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'STIA007: Record that an anti-platelet agent or an anti-coagulant is taken (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}"
"{'Name': 'RRT acceptance rate', 'DataSource': 'UK Renal Registry UKRR'}"
"{'Name': 'Number of people receiving RRT', 'DataSource': 'UK Renal Registry'}"
"{'Name': 'Ratio of observed to expected RRT acceptance rate', 'DataSource': 'UK Renal Registry UKRR'}"
