,Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Year
1111,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2013,11.2978642739795,,,,,1788.0,15826.0,,,Not compared,Not compared,20130000,,,2013-01-01
1110,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2013,11.5869715869716,,,,,1672.0,14430.0,,,Not compared,Not compared,20130000,,,2013-01-01
1109,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2013,12.5349301397206,,,,,1884.0,15030.0,,,Not compared,Not compared,20130000,,,2013-01-01
1108,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2013,13.1839386144657,,,,,3024.0,22937.0,,,Not compared,Not compared,20130000,,,2013-01-01
1107,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2013,13.5067972518638,,,,,1848.0,13682.0,,,Not compared,Not compared,20130000,,,2013-01-01
1106,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2013,9.03595622720167,,,,,1734.0,19190.0,,,Not compared,Not compared,20130000,,,2013-01-01
2123,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (pre 4/19),Persons,75+ yrs,,,2013,9.03595622720167,,,,,1734.0,19190.0,,,Not compared,Not compared,20130000,,,2013-01-01
2124,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (pre 4/19),Persons,75+ yrs,,,2013,13.5067972518638,,,,,1848.0,13682.0,,,Not compared,Not compared,20130000,,,2013-01-01
2125,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (pre 4/19),Persons,75+ yrs,,,2013,13.1839386144657,,,,,3024.0,22937.0,,,Not compared,Not compared,20130000,,,2013-01-01
2126,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (pre 4/19),Persons,75+ yrs,,,2013,12.5349301397206,,,,,1884.0,15030.0,,,Not compared,Not compared,20130000,,,2013-01-01
2127,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (pre 4/19),Persons,75+ yrs,,,2013,11.5869715869716,,,,,1672.0,14430.0,,,Not compared,Not compared,20130000,,,2013-01-01
2128,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (pre 4/19),Persons,75+ yrs,,,2013,11.2978642739795,,,,,1788.0,15826.0,,,Not compared,Not compared,20130000,,,2013-01-01
2129,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (pre 4/19),Persons,75+ yrs,,,2013,9.13719718365886,,,,,2297.0,25139.0,,,Not compared,Not compared,20130000,,,2013-01-01
2130,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (pre 4/19),Persons,75+ yrs,,,2013,11.8315465108814,,,,,1843.0,15577.0,,,Not compared,Not compared,20130000,,,2013-01-01
1115,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,75+ yrs,,,2013,9.91825613079019,,,,,2184.0,22020.0,,,Not compared,Not compared,20130000,,,2013-01-01
2131,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (pre 4/19),Persons,75+ yrs,,,2013,8.35830654388928,,,,,1534.0,18353.0,,,Not compared,Not compared,20130000,,,2013-01-01
2132,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (pre 4/19),Persons,75+ yrs,,,2013,9.91825613079019,,,,,2184.0,22020.0,,,Not compared,Not compared,20130000,,,2013-01-01
2820,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,12.5349301397206,,,,,1884.0,15030.0,,,Not compared,Not compared,20130000,,,2013-01-01
1513,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2013,9.91825613079019,,,,,2184.0,22020.0,,,Not compared,Not compared,20130000,,,2013-01-01
2818,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,13.5067972518638,,,,,1848.0,13682.0,,,Not compared,Not compared,20130000,,,2013-01-01
2819,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,13.1839386144657,,,,,3024.0,22937.0,,,Not compared,Not compared,20130000,,,2013-01-01
1510,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2013,9.13719718365886,,,,,2297.0,25139.0,,,Not compared,Not compared,20130000,,,2013-01-01
2821,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,11.5869715869716,,,,,1672.0,14430.0,,,Not compared,Not compared,20130000,,,2013-01-01
2822,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,11.2978642739795,,,,,1788.0,15826.0,,,Not compared,Not compared,20130000,,,2013-01-01
2823,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,9.13719718365886,,,,,2297.0,25139.0,,,Not compared,Not compared,20130000,,,2013-01-01
2824,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,11.8315465108814,,,,,1843.0,15577.0,,,Not compared,Not compared,20130000,,,2013-01-01
2825,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,8.35830654388928,,,,,1534.0,18353.0,,,Not compared,Not compared,20130000,,,2013-01-01
2826,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2013,9.91825613079019,,,,,2184.0,22020.0,,,Not compared,Not compared,20130000,,,2013-01-01
1509,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2013,11.2978642739795,,,,,1788.0,15826.0,,,Not compared,Not compared,20130000,,,2013-01-01
1508,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2013,11.5869715869716,,,,,1672.0,14430.0,,,Not compared,Not compared,20130000,,,2013-01-01
1507,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2013,12.5349301397206,,,,,1884.0,15030.0,,,Not compared,Not compared,20130000,,,2013-01-01
1506,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2013,13.1839386144657,,,,,3024.0,22937.0,,,Not compared,Not compared,20130000,,,2013-01-01
1505,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2013,13.5067972518638,,,,,1848.0,13682.0,,,Not compared,Not compared,20130000,,,2013-01-01
1512,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2013,8.35830654388928,,,,,1534.0,18353.0,,,Not compared,Not compared,20130000,,,2013-01-01
1511,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2013,11.8315465108814,,,,,1843.0,15577.0,,,Not compared,Not compared,20130000,,,2013-01-01
1712,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2014,10.6346914432796,,,,,1694.0,15929.0,,,Not compared,Not compared,20140000,,,2014-01-01
1707,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2014,8.95935960591133,,,,,1746.0,19488.0,,,Not compared,Not compared,20140000,,,2014-01-01
1708,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2014,13.5213095839042,,,,,1875.0,13867.0,,,Not compared,Not compared,20140000,,,2014-01-01
1709,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2014,12.7417519908987,,,,,2912.0,22854.0,,,Not compared,Not compared,20140000,,,2014-01-01
1714,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,75+ yrs,,,2014,11.4954093824676,,,,,1828.0,15902.0,,,Not compared,Not compared,20140000,,,2014-01-01
1711,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2014,11.4612591628417,,,,,1673.0,14597.0,,,Not compared,Not compared,20140000,,,2014-01-01
1713,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,75+ yrs,,,2014,9.28630153075207,,,,,2372.0,25543.0,,,Not compared,Not compared,20140000,,,2014-01-01
1710,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2014,12.0562756464535,,,,,1851.0,15353.0,,,Not compared,Not compared,20140000,,,2014-01-01
3255,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (pre 4/19),Persons,75+ yrs,,,2014,9.88752056195261,,,,,2224.0,22493.0,,,Not compared,Not compared,20140000,,,2014-01-01
2100,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,13.5213095839042,,,,,1875.0,13867.0,,,Not compared,Not compared,20140000,,,2014-01-01
3908,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,8.95935960591133,,,,,1746.0,19488.0,,,Not compared,Not compared,20140000,,,2014-01-01
3909,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,13.5213095839042,,,,,1875.0,13867.0,,,Not compared,Not compared,20140000,,,2014-01-01
3910,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,12.7417519908987,,,,,2912.0,22854.0,,,Not compared,Not compared,20140000,,,2014-01-01
3911,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,12.0562756464535,,,,,1851.0,15353.0,,,Not compared,Not compared,20140000,,,2014-01-01
3912,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,11.4612591628417,,,,,1673.0,14597.0,,,Not compared,Not compared,20140000,,,2014-01-01
3913,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,10.6346914432796,,,,,1694.0,15929.0,,,Not compared,Not compared,20140000,,,2014-01-01
3914,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,9.28630153075207,,,,,2372.0,25543.0,,,Not compared,Not compared,20140000,,,2014-01-01
3915,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,11.4954093824676,,,,,1828.0,15902.0,,,Not compared,Not compared,20140000,,,2014-01-01
3916,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,8.15616130241525,,,,,1523.0,18673.0,,,Not compared,Not compared,20140000,,,2014-01-01
3917,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (4/19-3/20),Persons,75+ yrs,,,2014,9.88752056195261,,,,,2224.0,22493.0,,,Not compared,Not compared,20140000,,,2014-01-01
3246,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (pre 4/19),Persons,75+ yrs,,,2014,8.95935960591133,,,,,1746.0,19488.0,,,Not compared,Not compared,20140000,,,2014-01-01
3247,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (pre 4/19),Persons,75+ yrs,,,2014,13.5213095839042,,,,,1875.0,13867.0,,,Not compared,Not compared,20140000,,,2014-01-01
3248,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (pre 4/19),Persons,75+ yrs,,,2014,12.7417519908987,,,,,2912.0,22854.0,,,Not compared,Not compared,20140000,,,2014-01-01
3249,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (pre 4/19),Persons,75+ yrs,,,2014,12.0562756464535,,,,,1851.0,15353.0,,,Not compared,Not compared,20140000,,,2014-01-01
3250,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (pre 4/19),Persons,75+ yrs,,,2014,11.4612591628417,,,,,1673.0,14597.0,,,Not compared,Not compared,20140000,,,2014-01-01
3251,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (pre 4/19),Persons,75+ yrs,,,2014,10.6346914432796,,,,,1694.0,15929.0,,,Not compared,Not compared,20140000,,,2014-01-01
3252,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (pre 4/19),Persons,75+ yrs,,,2014,9.28630153075207,,,,,2372.0,25543.0,,,Not compared,Not compared,20140000,,,2014-01-01
3253,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (pre 4/19),Persons,75+ yrs,,,2014,11.4954093824676,,,,,1828.0,15902.0,,,Not compared,Not compared,20140000,,,2014-01-01
3254,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (pre 4/19),Persons,75+ yrs,,,2014,8.15616130241525,,,,,1523.0,18673.0,,,Not compared,Not compared,20140000,,,2014-01-01
1716,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,75+ yrs,,,2014,9.88752056195261,,,,,2224.0,22493.0,,,Not compared,Not compared,20140000,,,2014-01-01
2108,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,9.88752056195261,,,,,2224.0,22493.0,,,Not compared,Not compared,20140000,,,2014-01-01
2107,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,8.15616130241525,,,,,1523.0,18673.0,,,Not compared,Not compared,20140000,,,2014-01-01
2105,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,9.28630153075207,,,,,2372.0,25543.0,,,Not compared,Not compared,20140000,,,2014-01-01
2104,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,10.6346914432796,,,,,1694.0,15929.0,,,Not compared,Not compared,20140000,,,2014-01-01
2103,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,11.4612591628417,,,,,1673.0,14597.0,,,Not compared,Not compared,20140000,,,2014-01-01
2102,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,12.0562756464535,,,,,1851.0,15353.0,,,Not compared,Not compared,20140000,,,2014-01-01
2101,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,12.7417519908987,,,,,2912.0,22854.0,,,Not compared,Not compared,20140000,,,2014-01-01
2099,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,8.95935960591133,,,,,1746.0,19488.0,,,Not compared,Not compared,20140000,,,2014-01-01
1715,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,75+ yrs,,,2014,8.15616130241525,,,,,1523.0,18673.0,,,Not compared,Not compared,20140000,,,2014-01-01
2106,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (4/19-3/20),Persons,75+ yrs,,,2014,11.4954093824676,,,,,1828.0,15902.0,,,Not compared,Not compared,20140000,,,2014-01-01
3884,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2014,11.4612591628417,,,,,1673.0,14597.0,,,Not compared,Not compared,20140000,,,2014-01-01
3882,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2014,12.7417519908987,,,,,2912.0,22854.0,,,Not compared,Not compared,20140000,,,2014-01-01
3883,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2014,12.0562756464535,,,,,1851.0,15353.0,,,Not compared,Not compared,20140000,,,2014-01-01
2108,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA,Persons,75+ yrs,,,2014,8.15616130241525,,,,,1523.0,18673.0,,,Not compared,Not compared,20140000,,,2014-01-01
3885,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2014,10.6346914432796,,,,,1694.0,15929.0,,,Not compared,Not compared,20140000,,,2014-01-01
3886,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2014,9.28630153075207,,,,,2372.0,25543.0,,,Not compared,Not compared,20140000,,,2014-01-01
3887,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA,Persons,75+ yrs,,,2014,11.4954093824676,,,,,1828.0,15902.0,,,Not compared,Not compared,20140000,,,2014-01-01
2109,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA,Persons,75+ yrs,,,2014,9.88752056195261,,,,,2224.0,22493.0,,,Not compared,Not compared,20140000,,,2014-01-01
3888,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA,Persons,75+ yrs,,,2014,8.15616130241525,,,,,1523.0,18673.0,,,Not compared,Not compared,20140000,,,2014-01-01
3881,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2014,13.5213095839042,,,,,1875.0,13867.0,,,Not compared,Not compared,20140000,,,2014-01-01
3880,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2014,8.95935960591133,,,,,1746.0,19488.0,,,Not compared,Not compared,20140000,,,2014-01-01
3889,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,75+ yrs,,,2014,9.88752056195261,,,,,2224.0,22493.0,,,Not compared,Not compared,20140000,,,2014-01-01
2107,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA,Persons,75+ yrs,,,2014,11.4954093824676,,,,,1828.0,15902.0,,,Not compared,Not compared,20140000,,,2014-01-01
2106,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA,Persons,75+ yrs,,,2014,9.28630153075207,,,,,2372.0,25543.0,,,Not compared,Not compared,20140000,,,2014-01-01
2100,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA,Persons,75+ yrs,,,2014,8.95935960591133,,,,,1746.0,19488.0,,,Not compared,Not compared,20140000,,,2014-01-01
2105,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA,Persons,75+ yrs,,,2014,10.6346914432796,,,,,1694.0,15929.0,,,Not compared,Not compared,20140000,,,2014-01-01
2104,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA,Persons,75+ yrs,,,2014,11.4612591628417,,,,,1673.0,14597.0,,,Not compared,Not compared,20140000,,,2014-01-01
2103,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA,Persons,75+ yrs,,,2014,12.0562756464535,,,,,1851.0,15353.0,,,Not compared,Not compared,20140000,,,2014-01-01
2102,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA,Persons,75+ yrs,,,2014,12.7417519908987,,,,,2912.0,22854.0,,,Not compared,Not compared,20140000,,,2014-01-01
2101,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA,Persons,75+ yrs,,,2014,13.5213095839042,,,,,1875.0,13867.0,,,Not compared,Not compared,20140000,,,2014-01-01
2309,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,County & UA (pre 4/19),Persons,75+ yrs,,,2015,13.147019682006,,,,,1877.0,14277.0,,,Not compared,Not compared,20150000,,,2015-01-01
2316,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,County & UA (pre 4/19),Persons,75+ yrs,,,2015,7.9091004513488,,,,,1507.0,19054.0,,,Not compared,Not compared,20150000,,,2015-01-01
2315,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,County & UA (pre 4/19),Persons,75+ yrs,,,2015,11.9811086254039,,,,,1928.0,16092.0,,,Not compared,Not compared,20150000,,,2015-01-01
2314,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,County & UA (pre 4/19),Persons,75+ yrs,,,2015,9.12048377219841,,,,,2383.0,26128.0,,,Not compared,Not compared,20150000,,,2015-01-01
2313,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,County & UA (pre 4/19),Persons,75+ yrs,,,2015,10.1334989133809,,,,,1632.0,16105.0,,,Not compared,Not compared,20150000,,,2015-01-01
2311,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,County & UA (pre 4/19),Persons,75+ yrs,,,2015,11.7015840572305,,,,,1832.0,15656.0,,,Not compared,Not compared,20150000,,,2015-01-01
2310,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,County & UA (pre 4/19),Persons,75+ yrs,,,2015,12.4642778632667,,,,,2835.0,22745.0,,,Not compared,Not compared,20150000,,,2015-01-01
2308,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,County & UA (pre 4/19),Persons,75+ yrs,,,2015,8.47440699126092,,,,,1697.0,20025.0,,,Not compared,Not compared,20150000,,,2015-01-01
2312,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,County & UA (pre 4/19),Persons,75+ yrs,,,2015,11.3644005110618,,,,,1690.0,14871.0,,,Not compared,Not compared,20150000,,,2015-01-01
4971,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA,Persons,75+ yrs,,,2015,9.61133777109727,,,,,2238.0,23285.0,,,Not compared,Not compared,20150000,,,2015-01-01
4378,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,District & UA (pre 4/19),Persons,75+ yrs,,,2015,9.61133777109727,,,,,2238.0,23285.0,,,Not compared,Not compared,20150000,,,2015-01-01
4968,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA,Persons,75+ yrs,,,2015,9.12048377219841,,,,,2383.0,26128.0,,,Not compared,Not compared,20150000,,,2015-01-01
4967,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA,Persons,75+ yrs,,,2015,10.1334989133809,,,,,1632.0,16105.0,,,Not compared,Not compared,20150000,,,2015-01-01
4966,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA,Persons,75+ yrs,,,2015,11.3644005110618,,,,,1690.0,14871.0,,,Not compared,Not compared,20150000,,,2015-01-01
4965,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA,Persons,75+ yrs,,,2015,11.7015840572305,,,,,1832.0,15656.0,,,Not compared,Not compared,20150000,,,2015-01-01
4964,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA,Persons,75+ yrs,,,2015,12.4642778632667,,,,,2835.0,22745.0,,,Not compared,Not compared,20150000,,,2015-01-01
4963,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA,Persons,75+ yrs,,,2015,13.147019682006,,,,,1877.0,14277.0,,,Not compared,Not compared,20150000,,,2015-01-01
4962,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA,Persons,75+ yrs,,,2015,8.47440699126092,,,,,1697.0,20025.0,,,Not compared,Not compared,20150000,,,2015-01-01
2317,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (pre 4/19),Persons,75+ yrs,,,2015,9.61133777109727,,,,,2238.0,23285.0,,,Not compared,Not compared,20150000,,,2015-01-01
4369,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (pre 4/19),Persons,75+ yrs,,,2015,8.47440699126092,,,,,1697.0,20025.0,,,Not compared,Not compared,20150000,,,2015-01-01
4371,92489,Care home beds per 100 people 75+,E92000001,England,E08000003,Manchester,District & UA (pre 4/19),Persons,75+ yrs,,,2015,12.4642778632667,,,,,2835.0,22745.0,,,Not compared,Not compared,20150000,,,2015-01-01
4372,92489,Care home beds per 100 people 75+,E92000001,England,E08000004,Oldham,District & UA (pre 4/19),Persons,75+ yrs,,,2015,11.7015840572305,,,,,1832.0,15656.0,,,Not compared,Not compared,20150000,,,2015-01-01
4373,92489,Care home beds per 100 people 75+,E92000001,England,E08000005,Rochdale,District & UA (pre 4/19),Persons,75+ yrs,,,2015,11.3644005110618,,,,,1690.0,14871.0,,,Not compared,Not compared,20150000,,,2015-01-01
4374,92489,Care home beds per 100 people 75+,E92000001,England,E08000006,Salford,District & UA (pre 4/19),Persons,75+ yrs,,,2015,10.1334989133809,,,,,1632.0,16105.0,,,Not compared,Not compared,20150000,,,2015-01-01
4375,92489,Care home beds per 100 people 75+,E92000001,England,E08000007,Stockport,District & UA (pre 4/19),Persons,75+ yrs,,,2015,9.12048377219841,,,,,2383.0,26128.0,,,Not compared,Not compared,20150000,,,2015-01-01
4376,92489,Care home beds per 100 people 75+,E92000001,England,E08000008,Tameside,District & UA (pre 4/19),Persons,75+ yrs,,,2015,11.9811086254039,,,,,1928.0,16092.0,,,Not compared,Not compared,20150000,,,2015-01-01
4377,92489,Care home beds per 100 people 75+,E92000001,England,E08000009,Trafford,District & UA (pre 4/19),Persons,75+ yrs,,,2015,7.9091004513488,,,,,1507.0,19054.0,,,Not compared,Not compared,20150000,,,2015-01-01
4370,92489,Care home beds per 100 people 75+,E92000001,England,E08000002,Bury,District & UA (pre 4/19),Persons,75+ yrs,,,2015,13.147019682006,,,,,1877.0,14277.0,,,Not compared,Not compared,20150000,,,2015-01-01
4999,92489,Care home beds per 100 people 75+,E92000001,England,E08000001,Bolton,District & UA (4/19-3/20),Persons,75+ yrs,,,2015,8.47440699126092,,,,,1697.0,20025.0,,,Not compared,Not compared,20150000,,,2015-01-01
2704,92489,Care home beds per 100 people 75+,E92000001,England,E08000010,Wigan,County & UA (4/19-3/20),Persons,75+ yrs,,,2015,9.61133777109727,,,,,2238.0,23285.0,,,Not compared,Not compared,20150000,,,2015-01-01
