,LatestChangeTimestampOverride,SpecialCases,AlwaysShowSexWithIndicatorName,AlwaysShowAgeWithIndicatorName,Unit,YearType,ValueType,ConfidenceIntervalMethod,IID,Descriptive,Target
92532,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 1, 'Name': 'Calendar'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92532,"{'Name': 'Very low birth weight of all babies', 'DataSource': 'Office for National Statistics'}",
92534,,"inequalityBenchmark_UseAgeId:183,inequalityBenchmark_ForCategoryTypeId:59,inequalityData_OmitAgeId:183,inequalityChartAverageLine_UseAgeId:168",False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 1, 'Name': 'Calendar'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 97, 'Name': 'Other method - see below', 'Description': None}",92534,"{'Name': 'Smoking Prevalence in adults (18+) - ex smokers (APS)', 'DataSource': 'Annual Population Survey (APS)'}",
92536,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92536,"{'Name': 'Smoking prevalence in adults (18+) with serious mental illness (SMI)', 'DataSource': 'Health and Social Care Information Centre'}",
92538,,"inequalityBenchmark_UseAgeId:183,inequalityBenchmark_ForCategoryTypeId:59,inequalityData_OmitAgeId:183,inequalityChartAverageLine_UseAgeId:168",False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 1, 'Name': 'Calendar'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 97, 'Name': 'Other method - see below', 'Description': None}",92538,"{'Name': 'Smoking Prevalence in adults (18+) - never smoked (APS)', 'DataSource': 'Annual Population Survey (APS)'}",
92543,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92543,"{'Name': 'Proportion of children aged 2-2½yrs receiving ASQ-3 as part of the Healthy Child Programme or integrated review', 'DataSource': 'National Child and Maternal Health Intelligence Network, Public Health England'}",
92544,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92544,"{'Name': 'Adults with substance misuse treatment need who successfully engage in community-based structured treatment following release from prison', 'DataSource': 'Calculated by Public Health England: Evidence Application Team using data from the National Drug Treatment Monitoring System (NDTMS).'}",
92548,,,False,False,"{'Id': 3, 'Value': 100000.0, 'Label': 'per 100,000'}","{'Id': 3, 'Name': 'Academic'}","{'Id': 6, 'Name': 'Ratio'}","{'Id': 2, 'Name': ""Byar's method"", 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>Byar’s method<sup>1</sup> gives very accurate approximate confidence intervals for counts based on the assumption of a Poisson distribution. It is sufficiently accurate for counts as low as 10 (below 10, an exact method should be used, based on Poisson tables or the Chi-squared distribution). \xa0Byar’s method is the preferred method for calculating confidence intervals for counts, crude rates, indirectly standardised rates and indirectly standardised ratios, but it can also be used for proportions, as long as the proportions are small (much closer to zero than to one) as the Poisson distribution is a very good approximation to the Binomial distribution when the proportion being measured is small. \xa0The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Breslow NE, Day NE. <i>Statistical methods in cancer research, volume II: The design and analysis of cohort studies.</i> Lyon: International Agency for Research on Cancer, World Health Organization; 1987:69.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92548,"{'Name': 'Students in Higher Education: rate per 100,000 population', 'DataSource': 'https://www.hesa.ac.uk/'}",
92552,,,False,False,"{'Id': 1, 'Value': 1000.0, 'Label': 'per 1,000'}","{'Id': 1, 'Name': 'Calendar'}","{'Id': 3, 'Name': 'Crude rate'}","{'Id': 2, 'Name': ""Byar's method"", 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>Byar’s method<sup>1</sup> gives very accurate approximate confidence intervals for counts based on the assumption of a Poisson distribution. It is sufficiently accurate for counts as low as 10 (below 10, an exact method should be used, based on Poisson tables or the Chi-squared distribution). \xa0Byar’s method is the preferred method for calculating confidence intervals for counts, crude rates, indirectly standardised rates and indirectly standardised ratios, but it can also be used for proportions, as long as the proportions are small (much closer to zero than to one) as the Poisson distribution is a very good approximation to the Binomial distribution when the proportion being measured is small. \xa0The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Breslow NE, Day NE. <i>Statistical methods in cancer research, volume II: The design and analysis of cohort studies.</i> Lyon: International Agency for Research on Cancer, World Health Organization; 1987:69.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92552,"{'Name': 'Multiple births', 'DataSource': 'Office for National Statistics'}",
92563,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 3, 'Name': 'Academic'}","{'Id': 18, 'Name': 'Percentage point'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92563,"{'Name': 'Persistent absentees - Primary school', 'DataSource': 'Department for Education (DfE)'}",
92564,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 3, 'Name': 'Academic'}","{'Id': 18, 'Name': 'Percentage point'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92564,"{'Name': 'Persistent absentees - Secondary school', 'DataSource': 'Department for Education (DfE)'}",
92584,,,False,False,"{'Id': 19, 'Value': 1.0, 'Label': ''}","{'Id': 2, 'Name': 'Financial'}","{'Id': 6, 'Name': 'Ratio'}","{'Id': 2, 'Name': ""Byar's method"", 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>Byar’s method<sup>1</sup> gives very accurate approximate confidence intervals for counts based on the assumption of a Poisson distribution. It is sufficiently accurate for counts as low as 10 (below 10, an exact method should be used, based on Poisson tables or the Chi-squared distribution). \xa0Byar’s method is the preferred method for calculating confidence intervals for counts, crude rates, indirectly standardised rates and indirectly standardised ratios, but it can also be used for proportions, as long as the proportions are small (much closer to zero than to one) as the Poisson distribution is a very good approximation to the Binomial distribution when the proportion being measured is small. \xa0The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Breslow NE, Day NE. <i>Statistical methods in cancer research, volume II: The design and analysis of cohort studies.</i> Lyon: International Agency for Research on Cancer, World Health Organization; 1987:69.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92584,"{'Name': 'Hospital admissions for self-harm: standardised emergency admission ratio (all ages)', 'DataSource': 'Hospital Episode Statistics'}",
92587,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92587,"{'Name': 'AF006: stroke risk assessed w. CHA2DS2-VASc  (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
92588,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92588,"{'Name': 'Obesity: QOF prevalence (18+)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
92589,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92589,"{'Name': 'CVD-PP: QOF prevalence (30-74)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
92590,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92590,"{'Name': 'PAD: QOF prevalence (all ages)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
92591,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92591,"{'Name': 'Personalised Care Adjustment (PCA) rate for atrial fibrillation indicators', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
92592,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92592,"{'Name': 'Personalised Care Adjustment (PCA) rate for CHD indicators', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
92593,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92593,"{'Name': 'People with SMI who have received the complete physical health checks: % of people with SMI', 'DataSource': 'GP data, extracted via the GP Extraction Service (GPES) http://www.hscic.gov.uk/gpes'}",
92594,,,False,False,"{'Id': 5, 'Value': 100.0, 'Label': '%'}","{'Id': 2, 'Name': 'Financial'}","{'Id': 5, 'Name': 'Proportion'}","{'Id': 1, 'Name': 'Wilson Score method', 'Description': '<p>A confidence interval is a range of values that is used to quantify the imprecision in the estimate of a particular indicator. \xa0Specifically it quantifies the imprecision that results from random variation in the measurement of the indicator. A wider confidence interval shows that the indicator value presented is likely to be a less precise estimate of the true underlying value.</p><br><p>The Wilson Score method<sup>1</sup> gives very accurate approximate confidence intervals for proportions and odds based on the assumption of a Binomial distribution. It can be used with any data values, even when the denominator is very small and, unlike some methods, it does not fail to give an interval when the numerator count, and therefore the proportion, is zero. \xa0The Wilson Score method is the preferred method for calculating confidence intervals for proportions and odds, but it can also be used for rates, as long as the event rate is low (relatively rare events within the population) as the Binomial distribution is a very good approximation to the Poisson distribution when the event rate is low. The method is described in detail in APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals.<sup>2</sup></p><br><p><sup>1</sup> Wilson EB. Probable inference, the law of succession, and statistical inference. <i>J Am Stat Assoc</i> 1927;22:209-12.<br><sup>2</sup> Eayres D. <i><a href=""/documents/APHO%20Tech%20Briefing%203%20Common%20PH%20Stats%20and%20CIs.pdf"">APHO Technical Briefing 3: Commonly used public health statistics and their confidence intervals</a></i> York: APHO; 2008. </p>'}",92594,"{'Name': 'AF007: treated w anti-coag. therapy (CHADS2DS2-VASc >=2) (denominator includes PCAs)', 'DataSource': 'Quality and Outcomes Framework (QOF), NHS Digital'}",
